"LIBRARYREFERENCE","COMMENT","SHEETPART","DESIGNATOR","DESCRIPTION"
"560020-0220","560020-0220","*","C?","DuraClik Wire-to-Board Header, Single Row, Vertical, 2 Circuits, Tin (Sn) Over Nickel, Natural"
"Component_1","*","*","*",""
"Component_1_1","*","*","*",""
"Component_1_1_1","*","*","*",""
"Component_1_1_1_1","*","*","*",""
"Component_1_1_1_1_1","*","*","*",""
"Component_1_1_1_1_1_1","*","*","*",""
"Component_1_1_1_1_1_1_1","*","*","*",""
